AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	Time
-9.548101	7.679232	-0.9885437	-21.760708	1000.0	4000	0.4328603744506836
1.3280417	9.667636	14.761398	-9.872705	1000.0	8000	7.632959842681885
0.29504356	6.502202	8.239061	-9.609019	1000.0	12000	15.196038246154785
-3.5361018	7.4989667	3.4801333	-14.811925	1000.0	16000	22.762293577194214
-9.078419	9.149067	1.6938285	-23.625008	1000.0	20000	30.401740550994873
2.3168316	8.21529	14.077282	-9.124981	1000.0	24000	30.823652267456055
13.094991	22.894993	35.434303	-17.075893	1000.0	28000	59.45741057395935
29.479187	8.839798	39.869465	15.892476	1000.0	32000	96.49107670783997
35.433853	0.5446422	36.32025	34.84109	1000.0	36000	133.87568140029907
30.262814	2.9154563	33.584915	26.012632	1000.0	40000	171.5362949371338
21.023672	8.906417	36.246384	14.513299	1000.0	44000	199.8691382408142
16.963924	1.4881548	18.307125	14.549519	1000.0	48000	237.41669702529907
15.8356695	1.0642446	17.353462	14.462729	1000.0	52000	275.3742091655731
34.925243	8.569931	43.1006	21.388416	1000.0	56000	313.3492841720581
29.480455	8.58846	38.537224	16.386932	1000.0	60000	351.25257086753845
36.46243	2.059872	38.877373	33.20124	1000.0	64000	379.3869652748108
38.102856	2.155808	40.703625	34.784912	1000.0	68000	416.97414684295654
37.400707	1.2475848	39.14927	35.941647	1000.0	72000	454.99959111213684
35.70897	1.530886	37.443096	33.544735	1000.0	76000	492.9232175350189
35.26631	0.9545652	36.650383	33.952488	1000.0	80000	530.9031126499176
37.699646	4.7513223	45.191532	32.51273	1000.0	84000	559.0441274642944
40.250465	2.4595983	43.071518	36.300602	1000.0	88000	596.975109577179
38.949142	2.9871018	44.06822	36.598938	1000.0	92000	635.0076129436493
31.331375	4.574154	39.130554	27.41826	1000.0	96000	672.7578880786896
29.587135	2.5307848	32.912834	26.206762	1000.0	100000	710.6904559135437
51.737827	9.995318	63.113686	36.02022	1000.0	104000	738.8459014892578
28.062183	8.094809	36.998466	19.068989	1000.0	108000	776.6513590812683
28.793148	4.202272	33.316936	23.361145	1000.0	112000	813.933046579361
