Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet1	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
42	-7.9827347	1.9039651	-4.472037	-15.390203	-5.4173446	1.3921589	-3.5980988	-8.419577	50.0	50.0	167999	-7.7939024	2.4824216	4.9312563	-23.889652	-7.7938623	2.4826496	4.052416	-24.135736	7.489247	1.7548387	1560.3693141937256
43	-7.8709016	2.330543	-4.180674	-20.809727	-6.5681624	1.9585375	-3.8314543	-9.038062	50.0	50.0	171999	-7.718326	2.4953766	6.7404203	-25.240376	-7.7184577	2.4951446	9.696764	-25.469332	7.4105783	1.7132266	1599.041609287262
44	-8.067159	2.0377624	-3.9420059	-15.08815	-5.664857	1.7444596	-2.9311502	-8.054913	50.0	50.0	175999	-7.696507	2.4429047	6.479015	-23.596989	-7.6964374	2.4432704	7.7540936	-24.223463	7.4045444	1.6586628	1637.7032759189606
45	-7.628357	1.7116033	-3.713919	-11.743179	-5.10443	2.6878269	-1.7625577	-10.707596	50.0	50.0	179999	-7.648546	2.4726639	6.3184643	-24.9875	-7.648436	2.4739552	4.3726707	-26.038319	7.3555355	1.6826808	1676.6001510620117
46	-8.30804	2.1321902	-2.8977013	-12.777326	-6.170618	1.9042282	-3.0169513	-8.2913265	50.0	50.0	183999	-7.6079144	2.4325035	3.301297	-22.32617	-7.607853	2.433766	11.874886	-22.660719	7.3285656	1.6135662	1715.6115067005157
47	-7.839288	2.0424178	-3.0608706	-12.930313	-6.3064027	1.5707457	-3.111055	-8.854469	50.0	50.0	187999	-7.6536956	2.4440618	8.07427	-22.284512	-7.6536255	2.4444666	9.110121	-22.083996	7.3656926	1.666905	1753.9952874183655
48	-7.283534	2.0100167	-2.7761955	-12.140463	-7.2046175	1.7257563	-4.717992	-9.331617	50.0	50.0	191999	-7.6000896	2.4402678	6.6695127	-21.698914	-7.6000123	2.4415228	7.2119102	-21.855751	7.3119287	1.6899823	1792.5920059680939
49	-7.6125565	1.8801837	-3.3212187	-12.654032	-7.0216455	2.2521393	-3.2693684	-10.441744	50.0	50.0	195999	-7.5501795	2.4480476	7.9572287	-24.481348	-7.5500736	2.4490218	8.091568	-24.561436	7.283035	1.6446638	1831.2100191116333
50	-7.6801605	1.9766432	-2.8117275	-13.218245	-5.8926125	1.2257234	-4.299681	-7.8762326	50.0	50.0	199999	-7.5107636	2.4043746	13.825182	-20.735872	-7.51056	2.405144	8.988121	-21.236446	7.241796	1.6241853	1870.2590658664703
51	-7.558182	2.0039623	-3.5469337	-13.82776	-5.675151	2.5075908	-2.1785989	-10.815742	50.0	50.0	203999	-7.4906607	2.402837	6.310505	-19.88429	-7.490895	2.4028904	5.865617	-19.977066	7.2216535	1.6487725	1909.2359232902527
52	-7.3869185	2.0195482	-3.0669632	-12.214253	-7.1270523	2.139968	-4.4508557	-11.805344	50.0	50.0	207999	-7.477878	2.3764524	5.8659706	-21.350397	-7.4778757	2.3770788	5.012036	-23.325563	7.2155204	1.5917563	1947.922682762146
53	-7.3499985	2.0413246	-2.604764	-13.453441	-5.035498	1.4818538	-2.3776796	-7.837137	50.0	50.0	211999	-7.4259906	2.3613625	5.675754	-22.019619	-7.4260254	2.3612773	10.12815	-22.439354	7.2007427	1.5472674	1986.735761165619
54	-7.3285704	1.780268	-3.5205472	-13.228479	-6.025368	1.232232	-3.9667392	-7.5907493	50.0	50.0	215999	-7.4502544	2.3826056	4.063247	-20.626278	-7.4503083	2.383598	7.422058	-20.753365	7.1902027	1.60798	2025.4347851276398
55	-7.277379	2.006063	-3.6093726	-14.184721	-4.5304346	0.86917293	-3.104175	-6.123039	50.0	50.0	219999	-7.462029	2.3760922	4.93268	-20.915485	-7.462054	2.3765328	5.7780194	-21.182346	7.2004395	1.5981427	2064.7192273139954
56	-8.578097	3.4845564	-3.457294	-23.04666	-7.657403	2.2382567	-5.186375	-11.869601	50.0	50.0	223999	-7.4447227	2.3425574	6.6384954	-20.693405	-7.4448915	2.3430471	5.33172	-21.036022	7.1888275	1.6263386	2103.8067412376404
57	-7.8296676	2.1618917	-3.4559329	-14.149379	-5.361658	1.4204901	-3.204897	-8.789374	50.0	50.0	227999	-7.4496827	2.3439655	8.126462	-19.236933	-7.4496894	2.344951	5.101001	-19.509214	7.203974	1.574807	2142.3603134155273
58	-7.90549	2.4965184	-2.9978006	-15.730804	-5.5864167	1.3525119	-3.3618882	-8.1263895	50.0	50.0	231999	-7.456784	2.3647668	6.776339	-21.989586	-7.456975	2.3648694	7.453599	-22.015093	7.2197323	1.6205397	2181.4515056610107
59	-7.9053802	2.2398655	-3.687491	-15.271894	-7.014415	2.018174	-3.6960988	-10.820975	50.0	50.0	235999	-7.4668856	2.3529701	6.872951	-23.829798	-7.466849	2.3522522	7.1060867	-24.02119	7.222034	1.6449696	2220.27738404274
60	-7.379618	1.6962329	-3.066294	-12.550194	-6.7598205	1.7047583	-3.6700835	-8.969565	50.0	50.0	239999	-7.4191794	2.3402293	7.2053556	-24.809797	-7.41913	2.3395886	3.69625	-25.701286	7.180081	1.6151763	2258.9791131019592
61	-7.427867	1.6177197	-2.8379054	-11.538915	-5.7156143	1.733765	-2.7943802	-8.329505	50.0	50.0	243999	-7.4006743	2.355174	4.986168	-22.796326	-7.400944	2.35486	8.686181	-23.471743	7.1698866	1.5822085	2297.7665586471558
62	-7.2836914	1.5875574	-3.6433773	-10.807883	-5.8124614	1.2432674	-3.5685809	-7.876957	50.0	50.0	247999	-7.410893	2.3559191	4.8094444	-20.601202	-7.4108043	2.356806	5.6273584	-20.18051	7.17995	1.6116254	2336.44549536705
63	-7.9383926	2.3604774	-4.7065907	-21.336021	-5.5029774	1.5559196	-3.2533085	-8.4480915	50.0	50.0	251999	-7.361632	2.3587422	8.6101465	-20.970373	-7.361753	2.3581362	5.9039655	-19.374214	7.138856	1.5728213	2375.6968097686768
64	-8.000295	2.2120821	-4.52949	-18.73345	-6.270182	2.4049692	-2.9193642	-10.903158	50.0	50.0	255999	-7.321079	2.3457093	7.9067745	-19.779945	-7.32116	2.345189	9.133701	-19.287197	7.096507	1.5390635	2414.3563323020935
65	-8.132433	1.619471	-4.233677	-11.427488	-6.4232407	1.597343	-3.1282525	-8.574634	50.0	50.0	259999	-7.30251	2.3176336	5.7119446	-20.167446	-7.3026943	2.3177555	7.670109	-20.673061	7.065126	1.5813459	2452.9398856163025
66	-8.068205	1.9567746	-3.0343757	-16.505613	-5.334039	1.4322636	-3.0543916	-7.08706	50.0	50.0	263999	-7.2661777	2.2777853	6.904885	-20.533127	-7.2662363	2.2772295	6.1678324	-21.287857	7.0487723	1.5436043	2491.4731211662292
67	-7.798729	1.8555632	-3.9532235	-15.366061	-7.066995	2.802137	-2.4664297	-12.148479	50.0	50.0	267999	-7.300365	2.2598524	5.6196575	-20.291487	-7.300184	2.2610078	7.067033	-20.022713	7.0893955	1.5592338	2530.5715610980988
68	-7.5341506	1.7868037	-3.671295	-11.398092	-6.3763723	2.0577636	-4.3682323	-10.602544	50.0	50.0	271999	-7.303113	2.2539556	14.570198	-21.50935	-7.3031726	2.2533116	6.0760155	-19.3733	7.082709	1.5648063	2569.6103637218475
69	-7.7878485	2.2648458	-3.810774	-14.790998	-5.9871254	1.9112079	-2.8747926	-8.826487	50.0	50.0	275999	-7.2778926	2.2763577	17.373762	-24.251627	-7.277813	2.276518	6.2404838	-22.294125	7.051223	1.5687764	2608.2817244529724
70	-7.543144	1.7655513	-4.1993313	-12.664525	-5.7122297	1.7175791	-3.3170233	-8.003148	50.0	50.0	279999	-7.2592463	2.2761595	5.2909923	-23.35405	-7.259178	2.276045	8.227394	-22.86341	7.042014	1.5477761	2647.148443698883
71	-7.7703295	1.6114721	-4.5673757	-12.063779	-6.081886	1.6158867	-2.1502075	-8.554499	50.0	50.0	283999	-7.2003694	2.2711658	5.935158	-20.794765	-7.200235	2.2705736	7.2762604	-20.159485	6.995423	1.5002553	2685.932956933975
72	-8.390552	1.9725969	-4.1522794	-15.819571	-9.144422	2.0326924	-6.198231	-12.472741	50.0	50.0	287999	-7.149254	2.2337425	8.958624	-19.341194	-7.149328	2.2343938	10.660024	-19.907288	6.935254	1.484523	2724.6442642211914
73	-7.7408156	1.8560334	-4.2803755	-12.281527	-6.834709	1.124949	-5.0579705	-8.3019	50.0	50.0	291999	-7.120734	2.211391	10.564774	-20.77935	-7.1206036	2.2107809	8.515173	-19.904074	6.9104595	1.4854275	2763.4820232391357
74	-7.823709	1.7739418	-4.437187	-12.458335	-5.2057676	0.9682264	-2.869836	-6.314958	50.0	50.0	295999	-7.1681786	2.200925	6.3610716	-20.392506	-7.1682315	2.2010455	10.722863	-20.53532	6.9470916	1.5265135	2802.172061920166
75	-7.8691306	2.2145584	-3.2602837	-13.919464	-5.8719125	2.280345	-1.693369	-7.918161	50.0	50.0	299999	-7.2300076	2.2464254	5.1462426	-20.831575	-7.2300215	2.2466362	6.5062485	-22.538078	6.9772305	1.5697473	2840.982442140579
76	-7.4126906	2.0069394	-2.9850163	-11.88323	-6.371253	2.788696	-3.421079	-12.731713	50.0	50.0	303999	-7.2343583	2.242859	9.661238	-22.079498	-7.2339444	2.2440565	7.813118	-22.898207	6.9846277	1.5742004	2879.1769359111786
77	-7.8741713	2.0812864	-4.2633586	-15.232804	-5.8838706	2.0983787	-3.4774091	-9.687861	50.0	50.0	307999	-7.1944957	2.22102	7.544826	-23.278997	-7.1945033	2.2205856	7.547775	-23.219948	6.966436	1.5662931	2917.57941532135
78	-7.8809447	2.308934	-4.4798617	-14.789116	-6.6308084	2.086558	-3.6116726	-10.61893	50.0	50.0	311999	-7.1196914	2.1884143	3.6948993	-22.087431	-7.1199927	2.1884398	8.259724	-21.903175	6.923389	1.5221882	2956.777631998062
79	-7.892395	2.634758	-2.8913898	-17.37431	-6.348213	1.1722383	-4.3742476	-7.940596	50.0	50.0	315999	-7.059335	2.1723452	9.219063	-19.785416	-7.059207	2.172399	10.440065	-20.224361	6.8701897	1.4692134	2995.8091611862183
80	-7.621936	2.1144433	-3.4999642	-13.066122	-6.0281715	2.8312232	-2.970719	-10.934442	50.0	50.0	319999	-7.049596	2.2199597	7.579594	-21.039215	-7.049762	2.2199588	12.172095	-21.551453	6.8606772	1.4604968	3034.5215635299683
81	-7.4719644	1.9885435	-3.15452	-13.026159	-6.5737586	2.340357	-3.3883972	-11.45617	50.0	50.0	323999	-7.035462	2.2096605	9.742743	-19.698046	-7.035472	2.2101686	7.571951	-20.803452	6.8364615	1.4221398	3072.871378183365
82	-8.052006	1.9402871	-4.5578423	-12.779061	-6.012181	2.1604977	-3.2685297	-11.804957	50.0	50.0	327999	-6.9962964	2.1841192	9.63839	-19.39965	-6.99635	2.183683	8.834778	-19.85773	6.8013926	1.4292442	3111.722220659256
83	-7.400304	2.2513382	-3.2745316	-12.694042	-6.171781	1.3657873	-4.4329786	-7.9515166	50.0	50.0	331999	-6.962466	2.1741424	11.350936	-19.22751	-6.962523	2.17494	9.989384	-18.673553	6.7757244	1.4317459	3150.160983324051
84	-7.571851	1.832336	-3.904214	-12.65993	-5.5510225	1.4591663	-3.4255488	-8.088683	50.0	50.0	335999	-6.9660563	2.1947422	6.2428584	-19.884556	-6.966111	2.1950302	6.4306974	-19.012032	6.77993	1.4132295	3189.2309124469757
85	-7.6682825	2.1036599	-2.8616657	-13.1171665	-7.0689898	2.7355099	-1.2259578	-11.157604	50.0	50.0	339999	-6.9508476	2.19777	8.222874	-20.61815	-6.950922	2.1985571	7.627619	-19.629444	6.75708	1.422787	3228.0087473392487
86	-8.333065	2.1696258	-3.4816248	-14.17782	-7.7134295	1.8793137	-4.9160743	-11.222058	50.0	50.0	343999	-6.9545827	2.1840308	16.107525	-20.744572	-6.9547215	2.1834433	8.025529	-20.637379	6.7635	1.4034576	3266.8655400276184
87	-7.429555	2.0169847	-2.5580127	-13.690108	-6.1533527	1.33233	-4.0924854	-8.445687	50.0	50.0	347999	-6.987279	2.2586641	5.5316606	-26.82293	-6.987133	2.258401	5.370474	-26.952602	6.7621326	1.4711727	3305.734170436859
88	-8.215164	2.357684	-3.315344	-12.995932	-5.960604	2.0892143	-3.3822691	-9.683352	50.0	50.0	351999	-7.0010386	2.2434003	6.657837	-26.180244	-7.001139	2.2435098	8.360779	-25.668386	6.781658	1.4734527	3344.1147570610046
89	-7.546173	2.0451865	-2.9607682	-13.4414425	-6.5398703	3.0208817	-2.8869247	-12.242474	50.0	50.0	355999	-6.976534	2.200445	13.992395	-19.539433	-6.9766912	2.200126	6.6402726	-20.343832	6.7757635	1.4675297	3383.3873524665833
90	-8.772562	2.655213	-3.6565912	-16.166336	-6.5533876	3.0466487	-2.252222	-12.936454	50.0	50.0	359999	-6.9753714	2.1854246	13.901891	-19.750328	-6.9754925	2.1848183	6.6130004	-20.011435	6.7800536	1.4510801	3421.7036848068237
91	-8.054394	2.4370308	-3.5928988	-13.982132	-5.989531	2.8302271	-1.8721404	-10.540539	50.0	50.0	363999	-6.9869514	2.2066054	9.979374	-19.645388	-6.986992	2.2070863	14.399859	-20.618385	6.778287	1.4500374	3460.476574897766
92	-8.255306	2.7816916	-3.2199562	-16.332993	-7.0289907	2.296406	-3.7273533	-11.798462	50.0	50.0	367999	-6.95442	2.195201	10.148504	-19.831032	-6.9543843	2.1945212	8.573521	-21.364918	6.758927	1.4509047	3499.437748670578
93	-8.826849	2.6834884	-3.545027	-15.396837	-6.0008535	2.1095777	-3.2229152	-11.438517	50.0	50.0	371999	-6.9444556	2.1825764	5.8328414	-19.360626	-6.944566	2.1828604	9.382395	-18.50763	6.7611766	1.4158137	3538.4405941963196
94	-8.735783	2.364	-3.858702	-14.456006	-6.352532	1.5436597	-3.5631874	-9.265383	50.0	50.0	375999	-6.9218087	2.175886	6.1624317	-19.792234	-6.9217005	2.1772738	4.624213	-21.10619	6.7418485	1.3999052	3577.3299198150635
95	-8.863675	2.945684	-3.4924977	-18.454763	-7.5170937	2.6875389	-4.0508757	-11.991774	50.0	50.0	379999	-6.8999715	2.2028964	9.421958	-19.5217	-6.899846	2.2034254	11.506381	-19.852846	6.704741	1.3945456	3616.1860308647156
96	-8.639167	2.77899	-3.804145	-20.005682	-5.217557	2.2962332	-2.5423782	-9.309496	50.0	50.0	383999	-6.906854	2.158877	13.409879	-20.637459	-6.9071026	2.1594539	7.852774	-18.7015	6.736699	1.4025767	3655.1132209300995
97	-8.074179	2.626769	-3.3814163	-16.57817	-6.1823254	2.4143426	-2.6504145	-9.055069	50.0	50.0	387999	-6.922497	2.200508	8.333299	-21.98227	-6.922291	2.2004387	6.7828226	-22.026333	6.7362595	1.4304296	3694.0521953105927
98	-8.388206	2.9400978	-3.7098727	-16.070745	-6.202577	2.1614003	-3.6574671	-9.63724	50.0	50.0	391999	-6.93055	2.2514257	5.849821	-22.170067	-6.9305196	2.2525694	7.242168	-22.372913	6.740072	1.4255095	3732.2770943641663
99	-8.281684	2.679912	-3.2538102	-17.02429	-7.532628	1.8421237	-5.4265723	-12.14315	50.0	50.0	395999	-6.9192944	2.2605526	9.318827	-19.879467	-6.919238	2.2604263	5.6932583	-19.841572	6.7282066	1.4197313	3770.9644033908844
100	-8.395912	2.538462	-2.7049398	-14.651381	-8.013201	2.8662343	-3.5977468	-11.971603	50.0	50.0	399999	-6.884635	2.241369	4.2835417	-20.54594	-6.8847275	2.2416468	4.677538	-20.78597	6.709705	1.3856431	3809.6279516220093
101	-8.370127	2.5962396	-3.3309014	-15.743265	-6.8340516	2.286462	-3.4768574	-10.328475	50.0	50.0	403999	-6.850425	2.2030933	17.959127	-19.29996	-6.8505354	2.2025285	6.90897	-18.16883	6.6837773	1.3575369	3848.400680541992
102	-9.256271	3.006554	-3.2240179	-19.373331	-7.279348	2.6810813	-4.303933	-12.680919	50.0	50.0	407999	-6.828839	2.1977558	9.986961	-18.009655	-6.8288546	2.1979985	11.378513	-18.21216	6.661748	1.3668453	3887.429934978485
103	-8.672859	2.7834454	-3.2691374	-20.417362	-7.859327	2.549205	-3.5100162	-11.803134	50.0	50.0	411999	-6.8350296	2.2124567	11.309332	-18.279383	-6.8349743	2.2125583	5.9979777	-18.302698	6.6586356	1.3426381	3925.9718718528748
104	-10.230478	5.129953	-2.748528	-39.68778	-5.4725027	2.2698572	-2.217199	-9.727917	50.0	50.0	415999	-6.852898	2.261063	9.700708	-19.995823	-6.8526587	2.2610495	6.90117	-21.888842	6.6653533	1.381052	3965.049621105194
