Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet1	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
16	315.57797	54.578472	397.3151	135.57823	394.9803	32.265835	449.05322	322.29822	155.92308	199.4	63999	94.27062	26.597044	163.62848	-99.65619	94.27079	26.60288	162.54909	-108.765976	-97.53296	26.570791	640.993216753006
17	365.6906	84.7506	646.59235	208.64395	358.22925	113.37098	519.3307	120.43318	181.77272	206.4	67999	96.82307	28.331852	163.74345	-93.65914	96.82297	28.334501	163.16649	-92.4272	-100.028	26.191181	683.1568260192871
18	310.56146	119.60356	537.1873	-1.2290679	406.99722	210.75002	892.8416	74.44941	180.95454	266.4	71999	98.8851	29.385628	161.63637	-90.317024	98.88515	29.389803	160.30074	-104.01433	-102.04954	26.675438	725.87282371521
19	354.35745	103.21132	548.68365	9.291885	344.01608	34.910675	410.2297	303.9238	192.05	173.6	75999	100.35047	30.250273	168.51723	-90.04467	100.35043	30.254559	168.42139	-85.11585	-103.36123	27.100023	766.8860404491425
20	356.39618	44.834373	472.54926	279.0567	359.73206	21.036377	394.7923	334.47656	178.82608	166.6	79999	102.11819	30.928516	173.59074	-94.84539	102.11744	30.933924	171.82089	-96.37928	-105.08153	26.861813	807.9737801551819
21	321.31387	77.75286	651.3017	248.9176	380.92035	39.308548	448.71985	299.01627	158.36	205.4	83999	103.31477	31.641483	172.51282	-78.38121	103.315	31.647642	171.93027	-83.39996	-106.25989	25.898972	850.2430624961853
22	369.942	88.257385	554.5586	264.34766	402.19858	82.80075	526.9872	270.6817	184.04546	174.5	87999	104.34539	32.22177	176.2012	-111.17412	104.34479	32.229317	173.83566	-103.847275	-107.21472	26.032797	891.4053101539612
23	317.53366	76.3721	479.14404	79.420074	708.2534	539.9646	1717.8357	187.33762	162.95833	394.3	91999	104.58259	32.759945	172.5331	-98.274124	104.58316	32.763866	169.78029	-90.64109	-107.32569	24.690498	937.152681350708
24	577.3824	335.6715	1555.5492	212.28055	295.03323	96.213104	511.42197	186.23207	296.7143	149.5	95999	104.93007	33.090233	168.04416	-113.01677	104.93039	33.092026	166.78891	-93.882965	-107.77828	25.116726	977.3624629974365
25	463.91394	225.17018	921.6193	48.98599	431.1416	36.19966	490.30133	375.76852	237.9375	193.1	99999	105.02636	33.53852	165.45224	-111.33462	105.02699	33.544006	165.55873	-109.60405	-107.72017	25.784819	1018.8295183181763
26	574.0496	135.72993	789.33307	349.966	306.2878	179.5989	658.8233	139.93594	321.66666	182.3	103999	105.37295	32.752193	164.2702	-85.26852	105.37399	32.756668	164.54196	-85.10317	-107.90798	23.897762	1059.929701089859
27	452.44427	291.2993	1158.4102	5.4659705	613.33026	183.33403	1118.3829	471.3353	227.73685	279.8	107999	105.50814	32.181576	171.29466	-69.097855	105.50889	32.185284	166.3571	-69.85467	-107.94778	24.349648	1103.4894301891327
28	598.4039	294.7883	1154.7798	193.50906	451.30176	32.354668	534.71924	416.05505	299.76923	215.4	111999	105.83518	31.708862	171.58098	-80.18384	105.83498	31.715885	166.81621	-74.33103	-108.21123	23.40861	1145.757223367691
29	540.2436	220.78316	1320.6887	346.65002	546.8606	26.252192	588.9147	494.14154	247.6875	235.5	115999	106.60023	31.368608	169.45576	-69.54629	106.60094	31.372976	167.02039	-80.187355	-108.89572	21.945383	1187.4585893154144
30	597.4483	260.54074	1421.2521	310.61597	1315.4604	486.37424	2424.5476	345.20575	253.4375	520.6	119999	107.45064	31.343699	168.28883	-86.730896	107.45122	31.349493	165.96295	-77.24698	-109.87979	22.327091	1235.732173204422
31	435.99008	117.57218	607.4284	233.32503	374.57144	67.065506	553.8087	294.31744	193.57143	192.7	123999	107.81336	31.394606	170.81212	-77.247505	107.81311	31.400583	171.91772	-86.825066	-110.19721	21.008457	1277.6769170761108
32	373.3472	101.24595	552.85754	3.5015752	611.3171	46.776955	705.69147	517.15015	183.63637	255.8	127999	107.89481	31.4631	175.16026	-67.202515	107.89512	31.467203	176.27846	-71.96849	-110.170715	21.167019	1320.6154925823212
33	411.85703	79.93555	595.32904	272.2311	262.76337	128.28087	603.268	131.53989	193.6	120.6	131999	107.78362	31.64588	178.90714	-62.563972	107.78332	31.650198	177.48486	-61.869667	-110.03085	20.482235	1360.539975643158
34	409.19843	80.36178	488.55276	138.43149	420.8998	18.451439	455.30887	388.5172	199.3	198.1	135999	108.11762	31.728558	177.34668	-73.31047	108.11801	31.735662	177.44325	-72.835464	-110.28568	20.91255	1401.7700817584991
35	435.6983	141.33556	661.5669	138.00206	405.78348	14.41566	426.54092	380.53513	197.05	177.9	139999	108.30402	32.221577	179.24551	-89.95664	108.30438	32.22389	177.55249	-86.81866	-110.40015	18.964348	1443.2585198879242
36	416.1329	120.36674	661.12085	-0.18861516	417.8309	50.093433	528.2528	367.38675	184.5	186.8	143999	108.51302	32.654877	179.33682	-85.61952	108.51342	32.652225	177.87227	-97.52182	-110.6195	19.32261	1485.2686398029327
37	457.0655	85.04729	685.9428	363.1757	552.0673	15.428484	586.9724	531.2757	193.80952	238.9	147999	109.39659	33.40917	177.06813	-110.99566	109.39703	33.41201	176.77101	-90.87592	-111.500854	19.215445	1527.4428691864014
38	484.9392	100.01594	684.54376	353.73352	355.65817	49.457214	454.98508	282.74902	213.05263	181.6	151999	110.51199	34.136337	178.00592	-88.77559	110.51169	34.13922	177.33755	-79.61702	-112.68769	19.47189	1568.1961879730225
39	460.2754	70.0466	568.77795	315.81912	483.69394	57.266834	564.3736	391.1526	208.6842	203.8	155999	111.56517	34.80338	177.60309	-85.77574	111.56546	34.808693	178.1765	-72.36329	-113.67495	19.042856	1609.775690793991
40	442.4786	132.01068	750.8697	223.46242	536.6336	246.05962	882.90216	187.73384	203.26315	269.4	159999	112.67293	35.190674	178.29785	-98.669266	112.67321	35.19347	178.52702	-97.92801	-114.70058	19.531147	1652.6646020412445
41	525.22156	135.13681	923.17957	364.50287	483.0952	100.58789	643.18427	344.49054	248.25	206.0	163999	113.43435	35.57012	177.62068	-106.021	113.43459	35.573765	178.5581	-85.72808	-115.56444	19.869864	1694.1082518100739
42	477.35202	237.61674	825.9414	1.2993145	450.37738	252.78343	976.627	219.63597	212.89473	231.6	167999	114.50052	35.788845	178.47519	-101.23001	114.4995	35.795143	179.36958	-84.080536	-116.61181	20.62753	1736.5082612037659
43	606.6699	247.77802	1263.9912	190.96487	1224.9421	551.1866	1945.459	223.02736	282.7143	589.9	171999	115.13345	35.769245	179.23001	-81.56385	115.13404	35.768105	182.15886	-69.72571	-117.14521	20.578754	1786.1995182037354
44	668.46735	359.7484	1575.3116	146.87624	523.58264	117.13404	771.1309	338.3206	313.15384	221.9	175999	116.23052	35.83265	179.47563	-78.34177	116.23058	35.835625	184.60626	-85.865364	-118.169815	20.859076	1828.293597459793
45	700.48785	360.6148	1492.9985	0.34085605	622.3418	250.39172	1131.6074	340.385	296.42856	251.6	179999	117.42511	36.17267	182.63602	-82.25982	117.42567	36.174747	181.3268	-92.422066	-119.40009	20.597435	1871.5900983810425
46	1109.0394	175.5013	1407.6205	918.5267	534.4374	446.69437	1694.2528	204.29175	446.5	293.0	183999	118.62516	36.679604	184.45065	-94.179436	118.62536	36.682384	182.44806	-93.6652	-120.60935	20.675514	1915.8954203128815
47	1213.2756	456.5635	2195.0793	558.7833	1472.9124	567.62775	1991.201	475.79688	506.625	810.7	187999	120.22881	36.95627	183.43097	-88.58176	120.22901	36.957767	182.62161	-90.39568	-122.26167	21.735603	1969.3545682430267
48	1405.1388	421.44403	2051.778	750.55804	1473.3613	356.10312	2143.4895	986.81757	612.3333	649.5	191999	121.91418	37.188408	184.90126	-93.28678	121.91358	37.19338	184.06383	-103.64947	-123.89353	20.92591	2020.2290351390839
49	1432.3109	543.4098	2426.9744	693.0926	1891.6647	448.60992	2344.636	1215.5333	594.0	793.5	195999	123.52267	37.48771	188.59541	-107.35625	123.52324	37.489086	188.38896	-116.49415	-125.54945	21.242167	2073.629043340683
50	1364.8375	441.22354	2269.4746	671.43695	1031.725	318.3803	1609.635	738.0062	550.75	407.6	199999	125.52448	37.766438	194.149	-95.25015	125.52518	37.770214	192.00964	-105.93065	-127.47681	21.166609	2119.321160554886
51	804.2555	370.1547	1544.4944	-0.089423895	578.1742	303.367	1118.9285	236.39935	307.0	316.2	203999	126.90102	38.48147	197.26447	-118.73698	126.90105	38.484894	202.83594	-128.39314	-128.83853	20.747189	2163.1551661491394
52	770.9471	510.00342	1536.2515	21.170456	1064.6013	571.17316	2271.123	204.18869	376.0909	505.1	207999	128.41435	38.80642	200.47879	-71.43854	128.41449	38.806572	198.69221	-64.71703	-130.20555	20.896479	2210.911696910858
53	751.2092	487.8114	1931.6317	82.14614	865.81506	831.14716	2407.939	50.92608	357.45456	420.2	211999	129.50687	39.399025	201.92415	-66.30244	129.50745	39.401524	201.71565	-69.243065	-131.41791	21.553658	2257.2163705825806
54	551.91956	502.61368	1566.1833	-0.52209496	2211.8345	37.438957	2265.266	2147.197	255.46666	1000.0	215999	130.36346	40.054287	208.73944	-63.512817	130.36363	40.05452	207.05608	-56.244576	-132.17056	20.810663	2314.906415462494
55	964.9404	309.233	1726.9747	617.17035	879.45233	116.19745	1159.8181	697.9934	375.81818	336.3	219999	131.30476	40.7297	211.26414	-92.045204	131.30458	40.731438	213.73213	-96.25455	-133.1774	21.37559	2358.8484151363373
56	900.1345	160.9218	1153.6503	712.60254	1731.3704	477.98676	2528.961	1261.1337	344.0	662.9	223999	132.35268	41.288048	209.60664	-73.702324	132.35345	41.28984	210.94266	-59.65843	-134.37503	21.650864	2410.1165919303894
57	877.2426	470.73056	2178.6248	185.9092	863.8867	284.7499	1258.2648	275.5989	354.63635	352.6	227999	133.0373	41.778934	212.48964	-45.140232	133.03702	41.781677	212.95335	-64.1731	-134.95169	21.363531	2454.972454071045
58	786.0303	103.604416	971.82605	585.824	1308.2341	669.29224	2287.9358	265.87106	302.0	531.3	231999	134.0644	41.969242	216.36046	-67.7593	134.0649	41.97385	215.4964	-76.31915	-135.93004	21.874384	2503.2922718524933
59	821.46606	334.22757	1598.4314	144.07545	948.1869	131.5313	1270.3257	766.81415	316.6154	367.7	235999	134.72568	42.748894	218.74889	-57.25466	134.72594	42.74918	219.72961	-64.63437	-136.54834	21.990015	2548.2292623519897
60	877.69525	234.96144	1335.4985	539.8206	717.3684	93.52929	917.3449	578.14014	338.5	253.8	239999	135.75633	43.199856	219.65729	-80.44408	135.75606	43.201515	219.58495	-69.141464	-137.54112	22.27746	2590.927459716797
61	863.6319	127.04849	1086.0664	651.9619	825.8003	170.94006	1121.0422	615.4857	334.36365	320.5	243999	136.704	43.753315	222.06732	-111.728806	136.70412	43.755474	220.7296	-89.6946	-138.55641	21.265318	2634.52410030365
62	805.33496	136.20813	1162.6869	620.0992	926.1489	83.41118	1100.3818	810.6485	305.76923	337.2	247999	137.72662	44.29086	225.18727	-82.414696	137.7268	44.292347	224.17885	-96.12504	-139.67903	22.779293	2678.8068709373474
63	942.6215	143.86124	1258.7577	738.2991	1269.804	198.13315	1811.5975	995.0194	339.66666	489.9	251999	138.8489	45.063267	226.32703	-68.09528	138.84904	45.069275	225.8372	-51.490856	-140.79526	22.825874	2725.9920880794525
64	927.39014	187.28056	1318.6606	718.61804	772.6227	133.56184	1019.219	647.936	352.75	295.7	255999	139.99751	45.566933	227.12798	-52.060833	139.99718	45.568455	227.3613	-119.33484	-141.93219	22.013533	2769.4814746379852
65	998.8371	278.59744	1485.9604	580.9405	1044.7114	413.3921	2026.2157	695.26794	375.9	406.6	259999	141.133	46.19229	226.95438	-60.982483	141.13348	46.193775	226.69287	-64.4303	-143.15974	21.518192	2815.1386415958405
66	965.7445	312.96634	1692.3125	589.6018	1133.8997	156.42026	1411.9258	879.2363	369.0	438.4	263999	142.17934	46.81773	229.69464	-59.26769	142.17946	46.82042	228.61018	-90.79277	-144.27585	23.12238	2861.587785959244
67	940.2939	134.63307	1256.2461	755.3487	1184.6139	589.10425	2178.7195	689.14874	349.72726	459.2	267999	143.27483	47.12489	230.7532	-58.41858	143.27487	47.124474	230.32794	-69.01494	-145.19005	22.75428	2908.2323203086853
68	1029.4688	202.2811	1419.6799	760.1405	965.35	90.34482	1118.1941	832.806	384.45456	359.9	271999	143.9564	47.78123	231.71237	-94.00096	143.95676	47.78294	231.46129	-99.36232	-146.00336	23.307861	2952.579306125641
69	817.97144	282.16733	1383.4042	344.27036	919.6024	309.79346	1503.3033	519.7194	320.41666	350.7	275999	144.40327	48.454323	233.33713	-135.15674	144.40273	48.45586	231.96884	-128.06058	-146.55493	23.632158	2996.743487596512
70	847.09314	267.68103	1444.4929	282.82013	742.91614	106.29213	962.93427	595.4939	320.30768	289.2	279999	144.78375	49.015747	236.40204	-154.05403	144.78352	49.017776	234.01273	-152.71173	-146.9126	24.206276	3040.3893892765045
71	841.20825	236.34187	1256.0381	470.64615	1140.046	614.0221	2158.4739	408.763	335.66666	434.6	283999	145.15462	49.581154	239.17676	-208.26846	145.15451	49.585075	238.12947	-205.60022	-147.34541	25.796118	3087.289386510849
72	1005.73987	278.0647	1469.8577	465.91565	1532.6163	678.58405	2844.861	692.5014	401.0	589.9	287999	145.9873	49.97229	240.7665	-254.33322	145.98723	49.97777	237.47983	-271.4779	-147.97572	24.926914	3136.658371448517
73	1008.8419	287.81815	1448.7782	527.29926	1325.7794	529.92633	2145.2253	484.59457	395.6	505.2	291999	146.62602	50.325726	240.62025	-291.5801	146.62605	50.326176	238.54549	-298.86765	-148.71706	25.881575	3183.927302122116
74	1039.7744	320.4796	1513.8665	436.7322	1014.4373	75.17744	1128.7053	890.5647	417.44446	361.5	295999	147.29807	50.170197	238.97044	-190.93452	147.29837	50.1695	239.42696	-181.5672	-149.28577	25.104269	3228.340980052948
75	951.3824	273.90314	1279.3187	219.4196	1077.5781	419.0304	2324.3552	841.06586	356.58334	376.6	299999	147.94789	49.961388	242.72665	-171.57391	147.94753	49.963276	240.22429	-159.74756	-150.12071	25.26116	3273.3951065540314
76	922.80664	193.35378	1434.5636	613.5915	999.1795	99.85977	1192.8301	868.90466	322.66666	340.4	303999	148.51964	50.38744	244.182	-163.66306	148.51945	50.39031	246.64665	-152.1037	-150.45573	24.509232	3317.6226761341095
77	1026.4216	246.04544	1712.9852	735.3894	1393.74	160.40535	1654.639	1156.6576	355.0909	469.4	307999	149.4578	50.604046	244.88182	-141.49345	149.4578	50.603897	242.93604	-122.083	-151.51312	24.306028	3364.8996846675873
78	1023.8038	323.2456	1597.9983	602.57086	860.61884	95.82451	1049.0486	772.2515	351.41666	297.1	311999	150.38742	50.622833	243.15504	-109.337845	150.3872	50.624413	244.98468	-109.00239	-152.29294	23.462187	3408.4608223438263
79	998.858	177.6499	1333.033	711.86914	1102.7249	226.404	1635.959	794.0021	350.0	389.1	315999	151.0756	50.910183	244.9815	-120.23028	151.07513	50.91327	247.75876	-136.6679	-153.09256	23.10218	3454.2737741470337
80	878.84924	199.9974	1242.4934	450.75842	1316.1125	357.10114	1908.0228	830.0733	309.46155	443.3	319999	152.27368	51.02033	245.31885	-109.80584	152.27348	51.023037	248.54845	-109.83403	-154.3785	23.687634	3500.28991150856
81	1056.7968	238.97978	1529.9932	769.38605	978.92596	210.66592	1268.9069	601.6731	366.54544	348.5	323999	153.0366	50.842453	246.32448	-106.31678	153.03665	50.843544	247.88208	-136.1439	-154.89543	23.30982	3544.6897637844086
82	1003.01807	92.69112	1184.1611	877.64655	813.55725	131.63316	1037.3358	617.99713	348.16666	268.6	327999	153.84706	51.06146	249.44966	-115.310104	153.8469	51.063385	248.31837	-125.65747	-155.70728	23.267412	3587.4231588840485
83	1014.2887	363.22833	1759.5967	608.6096	724.1641	87.75655	899.85114	612.22864	339.36365	245.5	331999	154.81953	51.254276	253.14319	-113.5367	154.81943	51.25605	250.98112	-109.21753	-156.71454	23.888866	3630.236216068268
84	885.8919	163.83304	1238.9586	634.07166	1385.9768	187.98462	1591.2592	1080.4801	298.7143	447.7	335999	155.55939	51.642056	251.9306	-117.282425	155.55907	51.643147	251.00105	-118.18596	-157.57384	23.42595	3676.427819252014
85	881.84674	92.27397	1009.7868	675.39886	1524.8104	406.78662	2151.2742	920.8945	298.3846	536.9	339999	156.51254	52.022503	253.55592	-98.260925	156.51224	52.025078	253.52866	-94.777695	-158.46938	23.27996	3724.6923842430115
86	1262.3344	245.58635	1719.8599	764.27344	1635.0533	497.37115	2823.5537	1170.1124	433.33334	592.0	343999	157.45529	52.363472	254.68887	-76.25267	157.45508	52.363197	253.13821	-76.75433	-159.38531	22.500814	3774.267652273178
87	1562.2395	522.1028	2290.2046	846.5261	1562.8451	493.988	2866.5947	945.1193	536.75	555.3	347999	158.62032	52.878277	257.61197	-71.85773	158.62012	52.8837	257.01816	-56.871048	-160.52475	23.182762	3822.767300605774
88	1175.9775	132.17111	1470.6107	979.0926	1025.0591	168.19997	1199.5468	651.27747	402.6	347.5	351999	159.7734	53.0721	259.1018	-73.58388	159.77312	53.076233	260.30704	-101.83261	-161.70784	23.626934	3866.960152387619
89	1986.9734	972.4588	2929.0474	714.32025	2244.2893	664.33356	2851.659	875.2458	721.2	825.8	355999	160.5359	53.449707	260.0222	-66.25861	160.53583	53.451256	262.21365	-89.87039	-162.55809	23.472563	3920.8173134326935
90	1377.3163	547.9895	2480.4373	852.83075	1397.2483	170.45296	1597.7262	963.37604	464.77777	455.8	359999	161.44028	53.69152	259.5256	-71.09589	161.43976	53.69319	260.98984	-90.29096	-163.35268	23.449059	3967.6591317653656
91	1078.2604	278.13373	1526.4183	613.72394	966.0127	107.9394	1127.2292	814.82245	384.0	321.7	363999	161.94556	54.07251	261.02176	-71.20838	161.94586	54.071438	258.0226	-79.98035	-163.82227	23.244314	4011.7546281814575
92	1187.6555	215.6239	1748.129	892.33813	1711.1926	519.81085	2761.4238	888.234	406.2	612.8	367999	162.68106	54.49813	261.42575	-91.48711	162.68073	54.501675	260.6128	-83.32962	-164.6855	23.072649	4061.0823304653168
93	1161.9832	376.82498	2207.956	799.0955	1086.6322	64.706245	1144.4326	905.7025	397.1	375.0	371999	163.55235	54.32801	258.4491	-90.23809	163.55264	54.330196	258.20892	-86.66879	-165.66737	24.24807	4106.789917945862
94	1173.6134	378.79865	2276.295	897.8093	785.1763	436.47537	1428.3058	245.10027	405.6	326.5	375999	163.98311	54.569466	259.8604	-81.50233	163.98283	54.56935	257.85034	-100.34705	-165.81883	23.110308	4151.46769118309
95	1769.7142	543.1153	2294.4268	923.3559	1355.0048	249.56091	1904.523	987.2943	612.0	444.9	379999	164.39801	54.835526	260.2585	-80.829865	164.39804	54.83519	261.10342	-81.31045	-166.32378	23.272758	4197.47484254837
96	1910.6621	421.4834	2618.8523	1332.3324	2064.4097	620.7114	2836.7615	1217.5504	621.5	722.8	383999	165.27849	54.853546	259.64468	-86.752815	165.27866	54.85508	260.2179	-86.974655	-167.14645	22.64215	4248.95392203331
97	1921.5314	613.317	2890.1116	1238.8411	2518.6138	732.58606	3031.914	1053.1472	646.5	871.7	387999	165.89944	54.91058	262.94992	-77.176414	165.89864	54.915047	265.78513	-102.43558	-167.84789	23.166658	4304.134822130203
98	1748.0162	620.64185	2963.4978	1155.6356	2169.7026	690.1442	3374.943	1272.7498	590.7143	680.6	391999	166.43948	54.791237	261.48715	-58.684483	166.4393	54.794445	264.81125	-68.390564	-168.33838	23.411934	4355.89896774292
99	2059.9941	548.3857	2737.9033	1470.6559	1802.3359	644.0382	2941.3494	529.0812	652.0	577.0	395999	166.74226	55.123207	261.38773	-91.209015	166.74255	55.124947	262.41724	-102.42493	-168.74834	23.214087	4405.009766817093
100	2055.3176	490.5505	2667.3933	1227.2612	1241.7693	420.93378	1749.6458	195.80104	651.1667	399.3	399999	167.34682	55.041992	261.84628	-64.97781	167.34653	55.0422	261.02765	-63.096176	-169.22809	23.464748	4449.908737421036
101	1241.7963	265.63388	1746.9883	825.4649	1480.1882	423.653	2459.9666	1042.8567	417.4	510.4	403999	167.6135	55.183784	260.56442	-73.0299	167.61368	55.18358	261.76025	-70.283646	-169.49797	23.248878	4497.461736917496
102	1847.3551	772.1871	2860.8127	970.46936	2890.702	40.01229	2971.3352	2838.618	625.8333	994.4	407999	168.30876	55.350677	259.57727	-83.935745	168.30865	55.354958	260.91113	-90.99446	-170.23787	23.911245	4554.404214859009
103	1776.6428	608.5444	2885.89	1042.2751	1285.4487	279.50897	2018.804	1013.93915	591.1429	427.6	411999	168.94263	55.35863	257.7325	-89.526886	168.9428	55.36055	258.4664	-109.12716	-170.92757	23.98273	4600.618061304092
104	1613.9211	307.67508	2090.0952	1060.332	2828.3845	116.907646	2888.605	2478.6648	534.375	974.2	415999	169.96332	55.44669	258.0947	-110.721886	169.96317	55.447758	258.2781	-118.41898	-171.93556	23.147207	4657.208650588989
105	1993.5768	610.32544	2967.3604	1082.207	1602.262	597.5954	3129.3638	1166.8818	660.6667	520.7	419999	170.8103	55.887756	257.4702	-88.06468	170.80988	55.89033	258.05334	-84.85395	-172.83939	23.106422	4704.926465034485
106	1372.793	875.0935	2909.4648	282.24377	2573.3992	415.93027	2791.6167	1330.8619	460.57144	941.6	423999	170.98515	56.611053	258.90332	-82.96116	170.98537	56.61398	259.01617	-88.640465	-172.9443	23.181887	4760.8258628845215
107	2931.0107	90.374176	3043.9514	2820.246	2321.2102	772.90894	2966.3545	433.74408	1000.0	778.1	427999	171.71297	56.849113	263.91666	-90.543526	171.7127	56.853596	259.4275	-95.18173	-173.5575	23.599554	4814.34525179863
108	2888.4688	91.93063	2950.2544	2729.5332	2852.218	50.724487	2947.1929	2787.163	1000.0	1000.0	431999	172.40558	56.8535	261.03644	-84.88524	172.40517	56.85663	258.07526	-89.004234	-174.27654	24.61939	4871.405915260315
109	2799.6257	182.6793	3005.8438	2466.9731	2775.639	127.654755	2912.8792	2465.8333	932.8	989.7	435999	173.20679	56.957504	260.702	-83.74813	173.20598	56.96319	260.6227	-69.85013	-175.09549	23.613363	4928.262897729874
110	2339.8262	1027.6145	2960.2659	292.0071	2713.3528	28.207777	2761.065	2644.6658	836.2	1000.0	439999	174.08064	57.05437	260.52744	-62.025127	174.07999	57.059383	260.5687	-129.22855	-175.83731	22.942102	4985.377687931061
111	2713.5654	218.53653	2911.0176	2343.3596	2744.8113	17.87117	2768.572	2713.5781	932.5	1000.0	443999	174.62453	57.155743	261.8369	-55.345806	174.62392	57.159348	262.98483	-62.815533	-176.37926	23.108984	5042.374156713486
112	2872.5964	31.70139	2918.9377	2842.402	1290.8158	564.8754	2256.708	300.75497	1000.0	407.9	447999	175.432	56.951447	259.62875	-74.618706	175.4315	56.955772	260.07983	-82.55463	-177.3715	22.355122	5088.426276922226
113	2038.8412	617.2489	2982.6143	1280.1489	2167.6257	836.37976	2904.2717	1054.403	653.8333	765.5	451999	175.73685	57.170288	261.88547	-75.96578	175.73659	57.177143	263.07016	-100.84889	-177.54344	23.661491	5141.204026937485
114	2759.895	343.39258	3052.6553	2174.9578	2476.861	556.2479	3035.7087	1540.8524	894.0	822.2	455999	176.07259	57.424084	262.7076	-74.05838	176.07202	57.42705	263.4988	-92.39804	-177.76938	22.687757	5194.397693634033
115	2519.1917	584.3952	3190.7566	1410.6288	2165.6155	714.55994	2966.6216	1118.585	797.3333	756.1	459999	176.59604	57.4644	264.93552	-75.36656	176.59547	57.469868	260.2341	-102.05429	-178.30063	22.866367	5246.820334911346
116	2498.1248	508.13998	3124.4424	1866.1183	2967.2878	46.4166	3072.2178	2915.8086	819.5	1000.0	463999	177.34544	57.671593	264.03833	-81.16389	177.3452	57.675278	262.65955	-76.5515	-178.90681	22.577879	5303.9050669670105
