Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet1	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
30	-8.258496	2.479994	-3.6408954	-14.926047	-7.1374655	1.7655916	-5.287116	-11.67364	50.0	50.0	119999	-7.2062488	2.2229612	3.9968314	-17.287853	-7.206208	2.2238789	5.2489924	-16.833652	6.9427633	1.3289138	1094.2972285747528
31	-8.438804	2.3038447	-3.8690257	-15.445379	-8.021264	2.9457898	-4.629138	-13.835167	50.0	50.0	123999	-7.1766305	2.2281122	6.331908	-16.390625	-7.1766233	2.2303464	5.031226	-17.266977	6.9117517	1.3326361	1132.2600140571594
32	-8.178352	2.3578036	-3.765869	-15.498488	-6.1397824	1.9747006	-2.804045	-9.741952	50.0	50.0	127999	-7.167504	2.217827	4.203182	-17.024647	-7.167516	2.220648	4.456674	-17.105019	6.9071665	1.3376538	1170.3517413139343
33	-7.995729	2.5201945	-3.4657578	-15.379569	-7.0688324	3.4406917	-2.419176	-13.036063	50.0	50.0	131999	-7.1799536	2.2157068	4.1392093	-16.880133	-7.1800146	2.2171369	4.281889	-17.565916	6.920197	1.361177	1208.3999507427216
34	-8.624792	2.8154848	-3.2754192	-17.493647	-7.9305964	2.7154422	-2.8951228	-12.175416	50.0	50.0	135999	-7.2329826	2.2248113	4.0150776	-17.870497	-7.2328463	2.2270515	5.289459	-17.716648	6.9785438	1.384413	1246.3597269058228
35	-8.252726	2.5075126	-4.2272534	-18.52193	-7.1508956	1.6974525	-5.2171392	-11.145591	50.0	50.0	139999	-7.255001	2.242858	3.2038317	-18.447622	-7.255017	2.2455235	7.2248163	-17.613955	7.0007586	1.4144675	1284.314090013504
36	-7.736763	2.3755338	-3.5934455	-13.730717	-7.3827653	2.2950895	-4.7001333	-11.479498	50.0	50.0	143999	-7.271157	2.229334	8.043295	-16.94064	-7.27096	2.2326162	7.6639643	-17.670826	7.0252953	1.4044226	1322.6304833889008
37	-7.938445	2.429862	-3.7699914	-18.560202	-7.071626	2.3140008	-4.3512073	-11.632245	50.0	50.0	147999	-7.267858	2.2197516	4.4007006	-16.557167	-7.2678237	2.2223027	4.1846266	-16.948086	7.021735	1.4047544	1360.8383452892303
38	-8.129172	2.2833622	-3.8178413	-16.212147	-7.5686927	2.0128694	-4.5052776	-11.421951	50.0	50.0	151999	-7.2724323	2.216519	4.384799	-17.931837	-7.272419	2.2192497	6.7970266	-17.13246	7.030766	1.4096364	1399.07759475708
39	-7.943727	2.197515	-3.7068505	-13.351366	-6.0599	1.5324956	-3.9711885	-10.069194	50.0	50.0	155999	-7.2823396	2.1898189	4.7157173	-17.504177	-7.28244	2.1923194	3.7691488	-17.272972	7.046041	1.4116025	1437.1463479995728
40	-8.596518	2.5634687	-2.7214317	-13.953346	-5.987317	1.1334395	-3.6468694	-7.4061074	50.0	50.0	159999	-7.3081365	2.1878963	5.959899	-16.885717	-7.308202	2.18941	5.9520106	-17.205736	7.0662675	1.4586151	1475.0026099681854
41	-8.12442	2.9801626	-2.8933527	-18.523285	-6.0090055	1.8021923	-2.4765663	-8.02334	50.0	50.0	163999	-7.3016357	2.1855402	8.915154	-17.947699	-7.3017406	2.1870687	4.921894	-17.825731	7.0668507	1.4577024	1512.8830890655518
42	-8.1999445	2.2220879	-3.1961894	-13.567663	-6.0591993	1.8683666	-4.2382903	-9.944422	50.0	50.0	167999	-7.2994685	2.1737003	5.5500555	-17.776516	-7.299361	2.175618	5.592071	-18.083729	7.071641	1.4660325	1550.9425103664398
43	-8.622219	2.48626	-2.831007	-14.345332	-6.1457763	2.4362416	-1.9211498	-9.516044	50.0	50.0	171999	-7.3321333	2.1640654	6.0175867	-18.018124	-7.332107	2.165825	4.56326	-18.129019	7.098213	1.44996	1588.9164566993713
44	-7.7694383	2.6752727	-3.739989	-19.004179	-8.425222	2.8438747	-4.7006154	-13.499403	50.0	50.0	175999	-7.318445	2.171297	7.92931	-17.166433	-7.3183823	2.173618	6.3052206	-17.853268	7.081527	1.4689447	1627.4922144412994
45	-8.356279	2.9339776	-3.4419441	-21.257204	-6.977903	2.9065936	-2.1350987	-12.412924	50.0	50.0	179999	-7.3436894	2.164955	5.7105217	-18.624594	-7.3436913	2.1672833	6.586262	-19.4801	7.113854	1.5038866	1666.143657207489
46	-7.625834	2.4513717	-2.9468691	-13.720181	-6.3026	2.8717606	-2.4125233	-10.467455	50.0	50.0	183999	-7.3711824	2.1646261	5.4710784	-19.161634	-7.3711424	2.166283	5.716432	-19.020092	7.1533065	1.5097381	1704.0533072948456
47	-7.318137	2.5821066	-2.1537268	-14.692787	-6.6779785	2.336992	-3.631039	-10.325844	50.0	50.0	187999	-7.381831	2.1592886	4.833374	-18.185032	-7.381946	2.1614597	9.40328	-17.715628	7.1655965	1.4991543	1741.984824180603
48	-7.964939	2.9838889	-3.4825327	-20.467701	-7.06862	2.4938471	-3.7594793	-11.490182	50.0	50.0	191999	-7.3536663	2.1262286	6.8476686	-18.000683	-7.35384	2.1276238	6.9923506	-17.584757	7.1345444	1.5383258	1779.8250522613525
49	-7.9909163	2.4221406	-3.1628678	-17.366299	-5.3409386	1.273963	-3.2063093	-7.5569715	50.0	50.0	195999	-7.3416576	2.1424744	15.196053	-17.592646	-7.3418465	2.142937	6.3670793	-17.871405	7.1199975	1.5249238	1818.6688652038574
50	-7.229579	2.2224746	-2.6913643	-12.812749	-4.653077	1.606419	-1.7553103	-7.3502126	50.0	50.0	199999	-7.340312	2.1310816	9.159539	-18.320547	-7.3404326	2.1321177	7.3409643	-17.827374	7.1230874	1.5518076	1857.168286561966
51	-7.3062105	2.0628226	-2.3671777	-11.654538	-6.293193	2.28638	-3.1940343	-9.436084	50.0	50.0	203999	-7.3287954	2.131523	3.7158072	-18.604061	-7.328759	2.132296	6.3546205	-17.36387	7.1056266	1.5398501	1895.6194729804993
52	-7.509645	2.005643	-2.6392963	-11.142362	-6.7641745	1.6179698	-3.4016004	-9.056128	50.0	50.0	207999	-7.348513	2.113021	15.949906	-17.685204	-7.3484783	2.1140246	6.7770457	-17.548813	7.1279263	1.5370308	1933.7660694122314
53	-7.6553774	1.7358129	-3.1757803	-11.692197	-6.7387953	2.0349362	-2.6592937	-9.102235	50.0	50.0	211999	-7.367716	2.0947306	5.947237	-18.450865	-7.3675933	2.0967324	7.2503457	-18.217625	7.145835	1.5692725	1972.148366689682
54	-7.433072	1.7323833	-2.8897038	-11.330562	-5.5288386	1.7143416	-3.059725	-8.087181	50.0	50.0	215999	-7.390633	2.1038156	9.699782	-18.328455	-7.3906093	2.105562	3.0491638	-18.239176	7.166375	1.6089783	2010.4450023174286
55	-7.349826	1.7507638	-2.9337707	-10.180553	-4.964551	1.8534242	-1.520427	-7.5979815	50.0	50.0	219999	-7.370365	2.125616	5.327715	-19.640162	-7.370494	2.1268914	4.3157225	-18.374199	7.155382	1.5779216	2048.617167234421
56	-7.328818	1.8547027	-2.924668	-12.106281	-6.6595435	1.0644085	-4.3662653	-8.056462	50.0	50.0	223999	-7.358075	2.1245208	6.6372766	-19.709637	-7.3580217	2.1262608	6.840329	-18.190086	7.14378	1.5660197	2086.5571854114532
57	-7.3095903	1.8218626	-2.5653393	-11.698373	-6.349344	1.5858098	-3.7233467	-8.497624	50.0	50.0	227999	-7.368338	2.0981686	8.795623	-18.266344	-7.368503	2.0995739	5.8755836	-17.483616	7.1590233	1.5618193	2124.8725459575653
58	-7.4000216	1.892407	-2.9304948	-10.941971	-6.401314	0.9546712	-4.342638	-7.6896467	50.0	50.0	231999	-7.3550477	2.0896692	10.457541	-17.474266	-7.3551445	2.0906513	3.6891146	-17.946526	7.1438594	1.5751085	2163.2595818042755
59	-7.5108085	1.7110733	-3.395523	-10.911825	-6.782318	1.3632071	-4.400429	-8.6539345	50.0	50.0	235999	-7.3496733	2.0869613	4.7200747	-17.309816	-7.3497224	2.0884025	4.6675816	-16.947449	7.1488876	1.550867	2200.9027540683746
60	-7.4296713	1.7594914	-3.393937	-12.66722	-6.3613544	1.8983281	-2.6224523	-10.881274	50.0	50.0	239999	-7.382121	2.0676067	15.756458	-17.265959	-7.3822308	2.0687895	5.9977674	-17.68853	7.1852508	1.5719507	2239.1220700740814
61	-7.5271463	2.1151564	-2.0040386	-14.9438925	-6.3308682	1.8400375	-3.3438547	-8.8280115	50.0	50.0	243999	-7.388354	2.104643	9.84507	-17.864647	-7.3882995	2.1054893	5.79785	-18.68716	7.1778975	1.6118003	2277.3545076847076
62	-7.3166533	1.702796	-3.0657277	-12.186126	-5.204161	1.5567198	-2.3358877	-7.0137873	50.0	50.0	247999	-7.386669	2.0992985	7.939923	-17.516907	-7.38657	2.1006014	6.016224	-18.466816	7.181708	1.6004214	2315.320282459259
63	-7.0685067	1.8376334	-3.0423892	-10.8998575	-5.5024447	1.5580976	-2.9887717	-8.326217	50.0	50.0	251999	-7.406423	2.0847962	5.9658403	-18.861366	-7.406439	2.0858412	5.860627	-19.610344	7.2055073	1.5737526	2353.2998571395874
64	-6.9877653	1.9426901	-3.2739751	-12.931472	-5.972239	1.6978824	-2.1679754	-8.549199	50.0	50.0	255999	-7.440566	2.0774238	5.923023	-18.628193	-7.440548	2.0783668	14.943443	-19.446995	7.235332	1.6348557	2391.6563308238983
65	-7.100244	1.9278026	-3.1920466	-10.913482	-6.5993967	1.5555685	-3.1887255	-9.320865	50.0	50.0	259999	-7.502026	2.095763	5.6761656	-19.228588	-7.5019608	2.0970366	7.8692074	-19.573347	7.2803755	1.6823137	2429.744081020355
66	-7.1880484	2.124271	-3.3844512	-12.379982	-5.5680947	3.7561927	-2.4324174	-12.744956	50.0	50.0	263999	-7.515865	2.119799	15.088404	-19.680794	-7.5157175	2.120002	5.933181	-19.248928	7.293908	1.7041695	2467.4113652706146
67	-7.165226	2.1994293	-2.9518147	-13.2058935	-5.2896976	1.8713957	-1.5761813	-7.966916	50.0	50.0	267999	-7.5244255	2.1201432	4.6397543	-19.09327	-7.5244656	2.121372	5.8142366	-20.264803	7.3039656	1.6704082	2506.07018494606
68	-7.8226852	2.5449064	-3.19835	-17.183691	-5.9411287	1.511742	-3.716801	-8.364966	50.0	50.0	271999	-7.503635	2.1394875	12.949527	-19.560413	-7.5035577	2.1409097	8.389389	-19.79768	7.3068104	1.6581157	2544.0870089530945
69	-7.639596	2.553296	-2.3865082	-16.777428	-5.5932517	2.134405	-1.7807488	-7.8274794	50.0	50.0	275999	-7.500626	2.1327057	9.701569	-19.314358	-7.5006356	2.1338995	7.6293917	-19.690344	7.3012605	1.6173544	2582.1475987434387
70	-7.3478723	2.2199416	-2.6065931	-12.098134	-6.1047344	1.44294	-4.072455	-8.901875	50.0	50.0	279999	-7.466685	2.1042666	10.205869	-18.635866	-7.4667244	2.1038907	7.8381486	-18.864525	7.2662044	1.6525103	2620.728454351425
71	-6.8896284	2.535241	-2.1724565	-16.299068	-6.4836884	2.2711985	-2.9577994	-10.56178	50.0	50.0	283999	-7.534705	2.0890021	8.096424	-18.979656	-7.534666	2.0897918	6.0102005	-19.932148	7.3188972	1.7402159	2659.0816881656647
72	-7.289136	2.1469464	-3.1917512	-11.636005	-7.043669	2.1820638	-3.9794679	-11.395373	50.0	50.0	287999	-7.5479674	2.0919902	14.385626	-18.637123	-7.5479064	2.0927606	4.9926205	-18.18221	7.3520217	1.7211455	2697.2580287456512
73	-7.2583337	1.7955563	-2.082864	-10.998357	-6.5929976	1.6727644	-3.497956	-10.103816	50.0	50.0	291999	-7.548425	2.1219163	9.719006	-19.564926	-7.5484324	2.1226716	5.5641723	-19.782864	7.3388467	1.6750726	2735.1486229896545
74	-7.735144	1.8636258	-2.443222	-11.265074	-4.9905443	1.6987101	-2.1349275	-8.322915	50.0	50.0	295999	-7.5235033	2.1234612	7.8612595	-18.186352	-7.5232887	2.1241698	5.9225726	-18.191227	7.3224416	1.6862017	2773.2537071704865
75	-7.799901	2.138342	-3.3768103	-13.223019	-5.8798127	1.6428907	-1.982189	-7.9781933	50.0	50.0	299999	-7.4858065	2.110485	14.392118	-17.54448	-7.4858193	2.1105816	4.951825	-17.632278	7.2861567	1.6886412	2811.697043657303
76	-7.187753	2.0332694	-2.8525345	-12.339198	-6.224269	3.651104	-1.4243026	-11.661841	50.0	50.0	303999	-7.444458	2.0708067	5.859567	-18.241549	-7.444466	2.0717793	6.321246	-17.613224	7.253868	1.6451409	2849.874079465866
77	-7.4407325	2.6317484	-2.47656	-15.44721	-5.145896	1.8760014	-2.4338908	-8.075968	50.0	50.0	307999	-7.406007	2.0405934	9.467455	-17.175825	-7.406002	2.0406752	3.987384	-17.027584	7.218057	1.6107787	2887.8654725551605
78	-7.2728715	2.4915402	-2.5121062	-13.943214	-6.0268054	2.6979613	-1.6640602	-10.887657	50.0	50.0	311999	-7.40323	2.0502682	7.0804977	-18.19376	-7.4031386	2.050932	8.70158	-17.779034	7.2175136	1.6330699	2925.761292695999
79	-6.912173	2.4198742	-2.0507479	-11.825893	-6.0762267	1.6086442	-3.4535336	-9.078016	50.0	50.0	315999	-7.4085655	2.0445867	8.543714	-18.503641	-7.4085355	2.0452309	5.92864	-19.811172	7.2198277	1.6262007	2964.3854863643646
80	-7.250699	2.482273	-2.8588448	-14.066173	-6.6934066	1.1666275	-4.365361	-8.53421	50.0	50.0	319999	-7.39718	2.0353189	4.6336164	-18.217516	-7.3971663	2.0353153	4.7299824	-17.922764	7.2128434	1.6080674	3002.743738412857
81	-7.2777376	1.909255	-3.0242443	-11.613907	-6.0973444	2.1244972	-4.088253	-10.186174	50.0	50.0	323999	-7.3974643	2.063988	5.0307684	-18.103338	-7.3972144	2.0659215	7.3955755	-17.81519	7.224521	1.6043025	3040.6861362457275
82	-7.356055	1.896698	-2.5598125	-11.463703	-5.7777815	2.379445	-1.4242702	-10.252092	50.0	50.0	327999	-7.3959265	2.0698183	9.329163	-17.810438	-7.395708	2.0697925	4.27614	-18.170925	7.2124777	1.6026467	3078.8286685943604
83	-7.196228	2.0224063	-3.0648317	-11.567566	-7.0605173	1.4269058	-4.277125	-9.597104	50.0	50.0	331999	-7.3557115	2.0946815	9.243104	-18.419382	-7.355713	2.0955417	6.2025847	-18.589373	7.177313	1.599125	3117.558053255081
84	-7.5037704	2.6616518	-2.6718297	-16.625969	-6.7526617	2.1049762	-3.7024906	-12.135281	50.0	50.0	335999	-7.3125076	2.0974412	5.1316237	-19.599676	-7.312227	2.0992002	12.031933	-19.662897	7.1357956	1.5984019	3155.590648174286
85	-7.170508	2.0997546	-2.294204	-15.562217	-4.5174694	1.3646483	-1.8202904	-6.4623723	50.0	50.0	339999	-7.2662573	2.076665	9.822234	-19.685785	-7.2663107	2.0762439	6.652095	-20.662542	7.0893316	1.5539173	3194.153279542923
86	-7.649192	2.0303943	-3.1368544	-15.001873	-7.1373434	2.6187198	-1.7960616	-12.880219	50.0	50.0	343999	-7.2099357	2.0386066	7.503215	-18.957481	-7.2100115	2.0389369	4.9738617	-18.383617	7.037915	1.5798498	3232.624579668045
87	-6.992671	2.0306284	-2.6400406	-11.450255	-6.2245092	1.560565	-3.3669355	-9.002687	50.0	50.0	347999	-7.229801	2.001977	19.21323	-17.93618	-7.229829	2.0023806	6.292244	-18.591541	7.048835	1.5540093	3270.830801010132
88	-7.374114	2.020203	-2.3782728	-13.780945	-5.5119214	2.3914685	-1.3756421	-8.222054	50.0	50.0	351999	-7.2200055	2.004609	12.873721	-17.562784	-7.2197785	2.0050044	8.238634	-18.690416	7.0465527	1.5979654	3308.7289867401123
89	-6.6377335	1.7217911	-2.2919357	-9.868807	-5.967519	1.4140054	-3.0434482	-7.882417	50.0	50.0	355999	-7.2236576	2.0048828	10.174666	-18.155582	-7.2238235	2.0052392	3.8314352	-17.61558	7.059026	1.56004	3346.8546645641327
90	-7.3635955	1.9029237	-2.8165836	-11.0720625	-6.548008	1.5136294	-3.9158683	-8.746426	50.0	50.0	359999	-7.2329535	1.9954655	9.45293	-17.892477	-7.232872	1.9955789	7.943963	-17.434208	7.057836	1.5662273	3385.6294927597046
91	-6.936933	2.057856	-2.7963493	-12.444447	-5.511727	1.9553514	-1.4071708	-7.4122787	50.0	50.0	363999	-7.2069488	2.011695	8.377975	-17.955103	-7.2067623	2.0128436	5.356539	-17.492085	7.0339575	1.5607065	3423.4445106983185
92	-7.072892	1.9059322	-2.3351774	-10.157648	-4.7216196	1.3829366	-2.1910195	-6.7645073	50.0	50.0	367999	-7.178157	2.0158775	16.136196	-18.947773	-7.1778936	2.0160706	10.822424	-19.293715	7.0046787	1.5398022	3461.5686647892
93	-7.059025	1.7179722	-2.6490107	-9.597111	-5.9222593	1.2474864	-3.8415773	-7.6729	50.0	50.0	371999	-7.1361704	2.016782	13.154286	-20.454538	-7.136133	2.0162702	5.6592374	-19.32984	6.9729667	1.5218081	3500.3820655345917
94	-7.0127077	1.694814	-3.4327898	-10.8849325	-4.8450174	1.7345198	-1.9552773	-7.669872	50.0	50.0	375999	-7.105074	2.028049	23.26624	-21.785776	-7.105084	2.027619	7.104725	-21.07685	6.93817	1.5293875	3538.8563849925995
95	-6.8671165	2.2513556	-1.9969887	-12.803514	-5.756569	1.5338823	-2.9420364	-7.6800194	50.0	50.0	379999	-7.095911	2.0179918	15.278484	-21.957865	-7.0958056	2.0181358	4.9834766	-19.510078	6.929677	1.5153362	3577.0460481643677
96	-7.1442885	2.3617363	-2.193751	-14.662903	-5.002881	2.7215538	-1.8808789	-10.4924	50.0	50.0	383999	-7.0914993	1.996946	13.11455	-21.949028	-7.091318	1.9972459	7.9805946	-21.41923	6.9201183	1.5329653	3615.6565709114075
97	-6.9440165	2.026161	-2.464582	-11.2709255	-5.802631	1.4828035	-3.6715128	-8.245652	50.0	50.0	387999	-7.072312	2.0174854	7.681693	-21.464628	-7.072169	2.01774	9.017742	-20.240328	6.904083	1.5419425	3653.8185584545135
98	-7.1382103	1.4589386	-2.5996914	-9.357473	-5.8246593	1.7789963	-2.7196348	-8.448439	50.0	50.0	391999	-7.0670533	2.0316207	5.122409	-21.794823	-7.0670757	2.0322866	6.742528	-21.548332	6.902475	1.5014697	3691.76610827446
99	-7.061158	2.1687753	-2.3140223	-15.5542145	-5.1218257	2.4415002	-1.5634983	-9.308372	50.0	50.0	395999	-7.053465	2.0186632	6.308181	-19.21449	-7.0535007	2.0193748	5.022006	-20.238277	6.889614	1.5034076	3730.3062427043915
100	-6.884996	1.9717704	-2.5363483	-14.26417	-5.361997	2.0139048	-1.0324225	-8.094708	50.0	50.0	399999	-7.065592	1.9856681	9.964415	-20.953175	-7.0655093	1.9869688	5.5194674	-18.386316	6.900836	1.5025083	3768.402652978897
101	-6.8597593	1.814135	-2.4939477	-9.987976	-5.04109	1.8050655	-2.013873	-7.1490884	50.0	50.0	403999	-7.0660605	1.9820281	8.623179	-17.577377	-7.066135	1.9815145	5.426818	-17.855885	6.9068623	1.4996256	3806.7288432121277
102	-6.7881365	2.1275446	-2.6540518	-13.069134	-4.393042	2.7755756	-0.8681979	-9.356749	50.0	50.0	407999	-7.072705	1.9755832	5.338458	-18.419836	-7.072612	1.9760987	11.319606	-17.68931	6.9123406	1.5231191	3845.215346813202
103	-7.3218017	2.2866588	-2.0499766	-16.154346	-5.276908	1.6922466	-1.5151016	-7.7817593	50.0	50.0	411999	-7.0900517	1.9865304	7.820524	-18.894766	-7.089984	1.986992	6.623609	-19.219883	6.9295087	1.5500267	3883.486232995987
104	-6.9387665	1.9928503	-2.5271866	-12.552756	-6.064349	1.4277736	-4.2883573	-8.037255	50.0	50.0	415999	-7.0925	2.0108008	8.732826	-19.576902	-7.0926113	2.0115936	4.0055676	-19.678553	6.926564	1.5353427	3921.7019453048706
